date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:27:23	21347/21347	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:21%20GMT	http://dokari.co.id/tag/travel-murah-lampung/	G:/Others/Httrack%20websites/dokari/tag/travel-murah-lampung/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202019%2006:27:24%20GMT	http://dokari.co.id/?p=215	G:/Others/Httrack%20websites/dokari/indexd7c9.html	(from http://dokari.co.id/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/)
13:27:27	850/850	U--MC-	200	updated ('OK')	application/rss+xml	etag:%229aa87026bb0ac8c6776888952a87e782%22	http://dokari.co.id/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/feed/	G:/Others/Httrack%20websites/dokari/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/feed/index.html	(from http://dokari.co.id/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/)
13:27:27	2393/2393	U--MC-	200	updated ('OK')	application/json	date:Fri,%2013%20Sep%202019%2006:27:25%20GMT	http://dokari.co.id/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdokari.co.id%2Fkenapa-pp-jakarta-lampung-dengan-dokari-tranz%2F	G:/Others/Httrack%20websites/dokari/wp-json/oembed/1.0/embed37a0.json	(from http://dokari.co.id/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/)
13:27:29	19822/19822	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:26%20GMT	http://dokari.co.id/category/travel-palembang/	G:/Others/Httrack%20websites/dokari/category/travel-palembang/index.html	(from http://dokari.co.id/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/)
13:27:31	777/777	U--MC-	200	updated ('OK')	application/rss+xml	etag:%227bc460f20b41d848ece4c99a9ad221ae%22	http://dokari.co.id/promo/feed/	G:/Others/Httrack%20websites/dokari/promo/feed/index.html	(from http://dokari.co.id/promo/)
13:27:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202019%2006:27:30%20GMT	http://dokari.co.id/?p=101	G:/Others/Httrack%20websites/dokari/index198a.html	(from http://dokari.co.id/promo/)
13:27:32	19769/19769	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:30%20GMT	http://dokari.co.id/tag/travel-lampung/	G:/Others/Httrack%20websites/dokari/tag/travel-lampung/index.html	(from http://dokari.co.id/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/)
13:27:32	19823/19823	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:30%20GMT	http://dokari.co.id/tag/travel-lampung-murah/	G:/Others/Httrack%20websites/dokari/tag/travel-lampung-murah/index.html	(from http://dokari.co.id/kenapa-pp-jakarta-lampung-dengan-dokari-tranz/)
13:27:34	2334/2334	U--MC-	200	updated ('OK')	application/json	date:Fri,%2013%20Sep%202019%2006:27:31%20GMT	http://dokari.co.id/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdokari.co.id%2Fpromo%2F	G:/Others/Httrack%20websites/dokari/wp-json/oembed/1.0/embedb698.json	(from http://dokari.co.id/promo/)
13:27:34	1969/1969	U-----	200	untouched ('OK')	text/css	etag:%225d70c826-7b1%22	http://dokari.co.id/wp-content/uploads/siteorigin-widgets/sow-button-atom-4a75a8acc3b6.css?ver=5.1.2	G:/Others/Httrack%20websites/dokari/wp-content/uploads/siteorigin-widgets/sow-button-atom-4a75a8acc3b6fee8.css	(from http://dokari.co.id/promo/)
13:27:35	1420/1420	U-----	200	untouched ('OK')	text/css	etag:%225c82c9f9-58c%22	http://dokari.co.id/wp-content/plugins/so-widgets-bundle/widgets/button/css/style.css?ver=1.15.3	G:/Others/Httrack%20websites/dokari/wp-content/plugins/so-widgets-bundle/widgets/button/css/style84c3.css	(from http://dokari.co.id/promo/)
13:27:35	46358/46358	U-----	200	untouched ('OK')	text/css	etag:%225c82c93b-b516%22	http://dokari.co.id/wp-includes/css/dashicons.min.css?ver=5.1.2	G:/Others/Httrack%20websites/dokari/wp-includes/css/dashicons.minfee8.css	(from http://dokari.co.id/wp-login.php)
13:27:36	6134/6134	U-----	200	untouched ('OK')	text/css	etag:%225c82c93a-17f6%22	http://dokari.co.id/wp-includes/css/buttons.min.css?ver=5.1.2	G:/Others/Httrack%20websites/dokari/wp-includes/css/buttons.minfee8.css	(from http://dokari.co.id/wp-login.php)
13:27:36	21890/21890	U-----	200	untouched ('OK')	text/css	etag:%225c82c93c-5582%22	http://dokari.co.id/wp-admin/css/forms.min.css?ver=5.1.2	G:/Others/Httrack%20websites/dokari/wp-admin/css/forms.minfee8.css	(from http://dokari.co.id/wp-login.php)
13:27:36	2477/2477	U-----	200	untouched ('OK')	text/css	etag:%225c82c205-9ad%22	http://dokari.co.id/wp-admin/css/l10n.min.css?ver=5.1.2	G:/Others/Httrack%20websites/dokari/wp-admin/css/l10n.minfee8.css	(from http://dokari.co.id/wp-login.php)
13:27:36	19464/19464	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:34%20GMT	http://dokari.co.id/category/promo/	G:/Others/Httrack%20websites/dokari/category/promo/index.html	(from http://dokari.co.id/promo/)
13:27:37	27813/27813	U-----	200	untouched ('OK')	text/css	etag:%225c82c93d-6ca5%22	http://dokari.co.id/wp-admin/css/login.min.css?ver=5.1.2	G:/Others/Httrack%20websites/dokari/wp-admin/css/login.minfee8.css	(from http://dokari.co.id/wp-login.php)
13:27:37	19564/19564	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:34%20GMT	http://dokari.co.id/tag/travel-jawa-sumatera/	G:/Others/Httrack%20websites/dokari/tag/travel-jawa-sumatera/index.html	(from http://dokari.co.id/promo/)
13:27:37	23638/23638	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:34%20GMT	http://dokari.co.id/form-pendaftaran-promo-jalan-jalan-gratis/	G:/Others/Httrack%20websites/dokari/form-pendaftaran-promo-jalan-jalan-gratis/index.html	(from http://dokari.co.id/promo/)
13:27:38	1808/1808	U-----	200	untouched ('')	application/font-woff	etag:%225c82c9f9-710%22	http://dokari.co.id/wp-content/plugins/so-widgets-bundle/widgets/features/css/fonts/feature-background.woff	G:/Others/Httrack%20websites/dokari/wp-content/plugins/so-widgets-bundle/widgets/features/css/fonts/feature-background.woff	(from http://dokari.co.id/wp-content/plugins/so-widgets-bundle/widgets/features/css/style.css?ver=1.15.3)
